tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,target_norm,text_clean
Apple employees just showed up in force to the #SXSW PopUp Apple Store. #iPad2,,Positive emotion,,apple employees just showed up in force to the sxsw popup apple store ipad2
#SxSW #HELP Request: Where's the downtown Austin Apple Store? I've walked past it but now can't find it &amp; doesn't show in a map search. #Thx,,No emotion toward brand or product,,sxsw help request where's the downtown austin apple store i've walked past it but now can't find it amp doesn't show in a map search thx
Whrrl girls handing out chances to win 2 Audi cars! Come find us! #SXSW (@mention Apple Store SXSW) {link},,No emotion toward brand or product,,whrrl girls handing out chances to win 2 audi cars come find us sxsw apple store sxsw link
Apple built a pop up store in 3 days for #SXSW. Open 24/7 only selling iPad 2's,,No emotion toward brand or product,,apple built a pop up store in 3 days for sxsw open 24 7 only selling ipad 2's
Apple built an experience ecosystem with the iPod. The MP3 player is just an app.  #critthink #sxsw,,No emotion toward brand or product,,apple built an experience ecosystem with the ipod the mp3 player is just an app critthink sxsw
"RT #LOVE&lt;=&gt; Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW? Please let me know.: Hey...",,No emotion toward brand or product,,rt love lt gt hey austin know a little about iphone or android love music amp wanna make 20 hour during sxsw please let me know hey
4 Most Valuable Apple iPad Apps; Top Critical Tasks Managed | uber.la &lt; all ipad all day #sxsw {link},,No emotion toward brand or product,,4 most valuable apple ipad apps top critical tasks managed uber la lt all ipad all day sxsw link
@mention Luckily @mention has a pop up store at #SXSW!,,Positive emotion,,luckily has a pop up store at sxsw
"Hey, you lucky dogs at #SXSW with iPads -- check out the Holler Gram app: {link}",iPad,Positive emotion,Apple iPad,hey you lucky dogs at sxsw with ipads check out the holler gram app link
"After failure of Google buzz, Google Latitude, now Google Circle! Seriously Google needs to concentrate more on search! #FAIL #google #sxsw",Google,Negative emotion,Google,after failure of google buzz google latitude now google circle seriously google needs to concentrate more on search fail google sxsw
We're at Lustre Pearl for #teamandroidsxsw cause we love our Android geeks! #sxsw {link},Android,Positive emotion,Android,we're at lustre pearl for teamandroidsxsw cause we love our android geeks sxsw link
Mr Heavenly (aka the band w/ Michael Cera) ready to rock the Bat Bar at #sxsw. iPhone cameras de rigeur.,iPhone,Positive emotion,Apple iPhone,mr heavenly aka the band w michael cera ready to rock the bat bar at sxsw iphone cameras de rigeur
"Very timely #SXSW RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",Google,Positive emotion,Google,very timely sxsw rt bing's search engine share continues to rise up to 13 6 google still tops at 65 4 link
Hmm....only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,iPad,Positive emotion,Apple iPad,hmm only 9 sxsw right brain mwrc11 left brain rt at sxsw 9 out of 10 attendees have mac or ipad
It was only a matter of time -Googleto launch a social network May called Google Circles? {link} via @mention #sxsw,,No emotion toward brand or product,,it was only a matter of time googleto launch a social network may called google circles link via sxsw
"You finally get everyone to buy in to Facebook and then Google introduces Circle. No fair. Stop with all the innovation, people #sxsw",,Negative emotion,,you finally get everyone to buy in to facebook and then google introduces circle no fair stop with all the innovation people sxsw
"You finally get everyone to buy in to Facebook and then Google introduces Circles. No fair. Stop with all the innovation, people #sxsw",Other Google product or service,Negative emotion,Other Google product or service,you finally get everyone to buy in to facebook and then google introduces circles no fair stop with all the innovation people sxsw
"DELICIOUSLY IRONIC GOOGLE PRIVACY PARTY MADE WHOLE BY &quot;BANKING CARTEL, MILITARY-SCIENTIFIC DICTATORSHIP TAKEOVER&quot; CAB RANT! #SXSW",,No emotion toward brand or product,,deliciously ironic google privacy party made whole by quot banking cartel military scientific dictatorship takeover quot cab rant sxsw
In a really long line to get into the ACLU/Google party. Not sure I can wait this out. #sxsw,Google,Positive emotion,Google,in a really long line to get into the aclu google party not sure i can wait this out sxsw
Desperately need a charging station! Any spots out there for a dying iPhone? #SXSW,,No emotion toward brand or product,,desperately need a charging station any spots out there for a dying iphone sxsw
"Do I really need to get vaccines before #sxsw? iPhone-onset prostate cancer, chortler's cough, mustachepox. Are these real things?",,No emotion toward brand or product,,do i really need to get vaccines before sxsw iphone onset prostate cancer chortler's cough mustachepox are these real things
Beautifully smart and simple idea RT @mention @mention wrote about our #hollergram iPad app for #sxsw! {link},iPad or iPhone App,Positive emotion,Apple iOS App,beautifully smart and simple idea rt wrote about our hollergram ipad app for sxsw link
"Tim OReilly: Saying that the value what made Web 2.0 is large databases of user contribution. Google, Craigs List, Amazon...#sxsw.",,No emotion toward brand or product,,tim oreilly saying that the value what made web 2 0 is large databases of user contribution google craigs list amazon sxsw
#sxsw #crm #scrm Join me @mention SXSW next Sunday 3/13 at noon at Hilton Austin 4 coffee &amp; chat. Old ACT! users &amp; now can show VIPorbit 4 iPhone,,No emotion toward brand or product,,sxsw crm scrm join me sxsw next sunday 3 13 at noon at hilton austin 4 coffee amp chat old act users amp now can show viporbit 4 iphone
Funny poem at 'your mom has a ipad' session. #SXSW,,No emotion toward brand or product,,funny poem at 'your mom has a ipad' session sxsw
Scepticism expressed about iPad newspapers at #SXSW {link},,No emotion toward brand or product,,scepticism expressed about ipad newspapers at sxsw link
Well.. I'm first in line. 10.5 hours to go.  #iPad #Apple #SXSW #sleepy,,No emotion toward brand or product,,well i'm first in line 10 5 hours to go ipad apple sxsw sleepy
My kingdom for a way to filter Tweets that include the words &quot;I just unlocked&quot; on the Twitter iPhone app during #sxsw.,,No emotion toward brand or product,,my kingdom for a way to filter tweets that include the words quot i just unlocked quot on the twitter iphone app during sxsw
"I know I'm late to the game here, but I REALLY dig #flipboard for iPad #SXSW",iPad,Positive emotion,Apple iPad,i know i'm late to the game here but i really dig flipboard for ipad sxsw
So sad I'm missing the iPad 2 launch at *South By.*  That sounds so chill!!!!  #sxsw #ipad #jk,iPad,Positive emotion,Apple iPad,so sad i'm missing the ipad 2 launch at south by that sounds so chill sxsw ipad jk
Atomic Tom rocked at the CNN Grill Party. They're from Brooklyn. Google them. Also: the food and drinks are fantastic. #sxsw #sxswi,,No emotion toward brand or product,,atomic tom rocked at the cnn grill party they're from brooklyn google them also the food and drinks are fantastic sxsw sxswi
video from the popup Apple store: {link} #sxsw #sxswi,,No emotion toward brand or product,,video from the popup apple store link sxsw sxswi
"Video: Tim Wu explains to me #netneutrality, information empires and himself: {link} thanks @mention @mention #sxsw",,No emotion toward brand or product,,video tim wu explains to me netneutrality information empires and himself link thanks sxsw
Photo: I made it to Austin. I made it to #SXSW. I made it into some party hosted by Google and the ACLU or... {link},,No emotion toward brand or product,,photo i made it to austin i made it to sxsw i made it into some party hosted by google and the aclu or link
"@mention Making new fans and friends, I hope? RT @mention Hanging at six lounge rooftop for google/blogger party - gr8 dj #sxsw",,No emotion toward brand or product,,making new fans and friends i hope rt hanging at six lounge rooftop for google blogger party gr8 dj sxsw
At Gingerman. There's a gent in a kilt playing with an iPad. #NNNNEEERRRRDDDDSSS #sxsw,,No emotion toward brand or product,,at gingerman there's a gent in a kilt playing with an ipad nnnneeerrrrddddsss sxsw
"First of many at #sxsw. &quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw&quot;",,No emotion toward brand or product,,first of many at sxsw quot google to launch major new social network called circles possibly today link sxsw quot
"I got so many cool things from #sxsw.. headsets, usb drives, iphone chargers galore, earphones... must have 1k in products! #rad",,Positive emotion,,i got so many cool things from sxsw headsets usb drives iphone chargers galore earphones must have 1k in products rad
Google's Marissa Mayer - she is awesome! #SXSW #MarissaGoogle  {link},Google,Positive emotion,Google,google's marissa mayer she is awesome sxsw marissagoogle link
